logged_at,decision_time,contract_ticker,close_ts,spot,strike,offset_pct,p_market,p_market_source,p_yes_model,z_score,vol_60m,vol_60m_model,vol_implied_kalshi,vol_ratio,spread,vol_eff,structure_bias,confirmation_bias,confirmation_score,no_score,obi_score,obi_raw,obi_exchanges,vpin_score,vpin_raw,funding_bias,avg_funding_rate,vol_score,vwap_score,vwap_signal,vwap_total,vwap_stretch_score,vwap_distance_pct,bearish_rejection,bullish_rejection,ema_stretch_score,stoch_bias,stoch_k,stoch_d,stoch_crossover_active,ema_stack_bias,ema_alignment,z_shift,direction_strength,raw_edge,net_edge,decision,side,neutral_gate,pure_edge_gate,contracts_scanned,tau_minutes,gate_blocked,kelly_fraction,bet_fraction,bet_amount,bankroll,composite_trend,composite_rev,composite_p_up,chg_30m,chg_10m,chg_5m,sharp_move_active,stoch_flipped,resolved_yes,would_win,would_pnl,logged_at_parsed,cmf_raw,cmf_score,stoch_k_4h,p_up_v2,bp_5m,bp_1h,chg_1h,chg_2h,chg_3h,body_15m,dir_15m,p_gbdt,smc_4h,smc_1h,choch_1h,choch_4h,supply_pct,demand_pct,in_supply_zone,in_demand_zone,squeeze_1h,kc_pct_1h,kc_bo_1h,adx_1h,rvol_1h,pm_drift_5m,hour_utc,liq_score,liq_bias,ls_long_pct,oi_chg_pct,cvd_4h,cg_futures_delta_4h,cg_futures_ratio_4h,cg_futures_cvd_12h,cg_spot_cb_ratio_4h,cg_liq_ratio_4h,cg_liq_total_4h,hl_ls_ratio,hl_squeeze_idx,hl_liq_ratio_4h,all_liq_ratio_1h,all_liq_ratio_4h,max_pain_nearest,max_pain_dist_pct,opt_pc_ratio,arima_forecast_1h,markov_regime_daily,markov_regime_7state,ob_imbalance,ob_path_ask_usd,ob_path_bid_usd,ob_ask_frac,ob_bid_wall_pct,ob_ask_wall_pct,hmm_vol_state,hmm_r1_prob,hmm_vol_k10,hmm_time_in_state,ou_z_score,ou_halflife_min,ou_tau_drift,hs_pattern_type,hs_bars_since_break,hs_r2,hs_neck_slope,hs_head_height,hs_head_width,flag_signal,flag_bull_bars_ago,flag_bear_bars_ago,flag_bull_tip_y,flag_bear_tip_y,flag_bull_pole_pct,flag_bear_pole_pct,pip_last_slope,pip_up_frac,pip_n_turns,v_hawk,hawk_vol_regime,pc1_rsi,ou_theta,hurst_exponent,autocorr1_15,autocorr1_30,kalman_velocity,kalman_residual,hmm_ms_state,hmm_ms_prob,hmm_of_state,hmm_of_prob,hmm_vd_state,hmm_vd_prob,hmm_pnl_state,hmm_ps_state,hmm_gd_state,hmm_zdrift_state,spot_at_expiry,price_move_pct,miss_pct,loss_margin_pct,loss_category,p_up_v3,pup_v3_hmm_state,eth_p_up_v1,p_eth,week,yw,be,agree,macro_bull,macro_sideways,macro_bear,garch_ratio,macd_hist_1h_recon,donch_1h_recon
2026-04-14 09:05:48,2026-04-14 09:00,KXETHD-26APR1406-T2389.99,2026-04-14T10:00:00Z,2387.24,2389.99,0.1153,0.4,real,0.352153,0.3795,0.00072445,0.00040666,0.00061816,0.6579,0.12,0.00049126,1.0,0.0,1.0,3.0,1.0,0.1115,2.0,0.0,0.4234,-1.0,8.881e-05,0.0,1.0,-1.0,-2.0,-2.0,0.8617,False,False,-1.0,-1.0,84.42,82.25,False,1.0,bullish,0.0,0.0,0.090367,0.060404,trade,no,False,False,51.0,54.14,,0.225918,0.05,50.0,1000.0,4.0,-9.0,0.47,0.0461,,,False,,False,True,33.33,2026-04-14 09:05:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4732371106413672,16,2026-W16,0.6,True,3.495290775298251e-95,1.0,2.2294107919537027e-102,0.5961392951235923,4.121632796883297,0.9518711176203234
2026-04-14 10:16:20,2026-04-14 10:00,KXETHD-26APR1407-T2389.99,2026-04-14T11:00:00Z,2384.51,2389.99,0.2299,0.21,real,0.179917,0.9157,0.00055816,0.00040035,0.00043106,0.9288,0.14,0.00041263,1.0,-1.0,0.0,1.0,0.0,0.0433,2.0,0.0,0.7116,-1.0,9.865e-05,0.0,0.0,0.0,-1.0,-1.0,0.5593,False,False,0.0,0.0,48.3,62.37,False,1.0,bullish,0.0,0.0,0.036407,0.011364,trade,no,False,False,51.0,43.63,,0.173364,0.05,50.0,1000.0,4.0,-5.0,0.513,-0.0876,,,False,,False,True,13.29,2026-04-14 10:16:20+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4737375592154889,16,2026-W16,0.79,True,4.122111592331008e-92,1.0,4.32989279437027e-100,0.512401178010148,2.036744285104156,0.8918236452704403
2026-04-14 11:01:35,2026-04-14 11:00,KXETHD-26APR1408-T2389.99,2026-04-14T12:00:00Z,2375.55,2389.99,0.6078,0.135,real,0.025124,1.9579,0.00045365,0.00040902,0.000719,0.5689,0.19,0.00053301,0.0,0.0,1.0,1.0,0.0,0.047,2.0,0.0,0.7166,-1.0,0.0001095,0.0,0.0,0.0,0.0,0.0,0.2013,False,False,1.0,1.0,11.37,7.62,True,0.0,bullish,0.0,0.0,0.105,0.087963,trade,no,False,False,51.0,58.38,,0.777778,0.05,50.0,1000.0,4.0,-2.0,0.5524,-0.3581,,,False,,False,True,7.8,2026-04-14 11:01:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4669527200285261,16,2026-W16,0.865,True,1.5169086655151888e-87,1.0,1.2161072018805435e-95,0.550531364247673,0.2549388630988929,0.8911163122010782
2026-04-14 13:02:46,2026-04-14 13:00,KXETHD-26APR1410-T2389.99,2026-04-14T14:00:00Z,2378.67,2389.99,0.4758,0.245,real,0.087567,1.3559,0.0005437,0.00040907,0.00090941,0.4498,0.03,0.00060921,0.0,-1.0,0.0,1.0,0.0,-0.0444,2.0,0.0,0.3237,-1.0,8.167e-05,0.0,0.0,0.0,0.0,0.0,0.118,False,False,0.0,0.0,30.32,21.01,True,0.0,bullish,0.0,0.0,0.078343,0.053621,trade,no,False,False,51.0,57.18,,0.319765,0.05,50.0,1000.0,4.0,-1.0,0.6725,0.0131,,,False,,True,False,-50.0,2026-04-14 13:02:46+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4665336684938488,16,2026-W16,0.755,True,4.0866845378441697e-76,1.0,1.0731958796934294e-83,0.46890624537370273,-1.6295989588292557,0.9612615126988554
2026-04-14 14:00:53,2026-04-14 14:00,KXETHD-26APR1411-T2389.99,2026-04-14T15:00:00Z,2391.19,2389.99,-0.0501,0.475,real,0.537431,-0.094,0.00092191,0.00082577,,,0.03,0.00082577,0.0,-1.0,0.0,2.0,0.0,0.0387,2.0,0.0,0.7533,-1.0,7.545e-05,0.0,0.0,0.0,-1.0,-1.0,0.5063,False,False,-1.0,-1.0,75.55,81.34,True,1.0,bullish,0.0,0.0,0.092489,0.060033,trade,yes,False,False,52.0,59.07,,0.176169,0.05,50.0,1000.0,4.0,-4.0,0.5455,0.5024,,,False,,False,False,-50.0,2026-04-14 14:00:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5882586073299638,16,2026-W16,0.475,True,3.7702914623537415e-47,1.0,1.2183887263101446e-55,0.6074393364273859,-4.53343124775008,0.6652941176470605
2026-04-14 14:11:31,2026-04-14 14:00,KXETHD-26APR1411-T2369.99,2026-04-14T15:00:00Z,2383.12,2369.99,-0.551,0.75,real,0.810554,-0.8799,0.00101522,0.00100551,0.00117714,0.8542,0.04,0.00107416,0.0,-1.0,0.0,2.0,0.0,-0.0354,2.0,0.0,0.4294,-1.0,7.349e-05,0.0,0.0,0.0,0.0,0.0,0.2423,False,False,0.0,-1.0,53.35,73.94,True,1.0,bullish,0.0,0.0,0.131821,0.103696,trade,yes,False,False,52.0,48.43,,0.527283,0.05,50.0,1000.0,4.0,0.0,0.6494,-0.2458,,,False,,False,False,-50.0,2026-04-14 14:11:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5882586073299638,16,2026-W16,0.75,True,3.7702914623537415e-47,1.0,1.2183887263101446e-55,0.6074393364273859,-4.53343124775008,0.6652941176470605
2026-04-14 15:10:55,2026-04-14 15:00,KXETHD-26APR1412-T2369.99,2026-04-14T16:00:00Z,2341.19,2369.99,1.2303,0.08,real,0.165601,0.9717,0.00185608,0.00194472,0.00124278,1.5648,0.04,0.00166394,0.0,1.0,2.0,2.0,-1.0,-0.2319,2.0,0.0,0.3431,-1.0,6.36e-05,-1.0,-1.0,1.0,2.0,2.0,-1.4265,False,False,1.0,1.0,7.6,7.16,True,-1.0,neutral,0.0,0.0,0.110901,0.090749,trade,yes,False,False,50.0,49.04,,0.120544,0.05,50.0,1000.0,1.0,10.0,0.56,-1.1561,,,False,,False,False,-50.0,2026-04-14 15:10:55+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5349353241280633,16,2026-W16,0.08,True,2.6375276835278705e-68,1.0,4.452451446501931e-78,1.1287613700635346,-5.452650195594117,0.7214609151572922
2026-04-14 15:21:28,2026-04-14 15:00,KXETHD-26APR1412-T2349.99,2026-04-14T16:00:00Z,2344.68,2349.99,0.2267,0.37,real,0.402306,0.2474,0.0018685,0.00154349,0.00109976,1.4035,0.04,0.001366,0.0,1.0,2.0,2.0,-1.0,-0.1,2.0,0.0,0.3184,-1.0,6.63e-05,-1.0,-1.0,1.0,2.0,2.0,-1.3459,False,False,1.0,1.0,9.19,6.82,True,-1.0,neutral,0.0,0.0,0.076596,0.045279,trade,yes,False,False,50.0,38.49,,0.121581,0.05,50.0,1000.0,1.0,10.0,0.56,-0.9297,,,False,,True,True,85.14,2026-04-14 15:21:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5349353241280633,16,2026-W16,0.37,True,2.6375276835278705e-68,1.0,4.452451446501931e-78,1.1287613700635346,-5.452650195594117,0.7214609151572922
2026-04-14 16:00:41,2026-04-14 16:00,KXETHD-26APR1413-T2369.99,2026-04-14T17:00:00Z,2366.63,2369.99,0.1421,0.415,real,0.412204,0.2219,0.00132566,0.00107689,0.00085926,1.2533,0.03,0.00098984,0.0,-1.0,0.0,1.0,0.0,0.0234,2.0,0.0,0.7997,-1.0,6.469e-05,1.0,0.0,0.0,0.0,0.0,-0.0653,False,False,-1.0,0.0,41.64,40.69,False,0.0,bullish,0.0,0.0,0.134277,0.102283,trade,yes,False,False,51.0,59.27,,0.229533,0.05,50.0,1000.0,4.0,0.0,0.6494,1.1031,,,False,,False,False,-50.0,2026-04-14 16:00:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.574115191511805,16,2026-W16,0.415,True,3.1649003654206626e-44,1.0,9.511980638974796e-52,0.7619684157347181,-8.288406398282227,0.505387471845133
2026-04-14 16:18:40,2026-04-14 16:00,KXETHD-26APR1413-T2349.99,2026-04-14T17:00:00Z,2357.92,2349.99,-0.3365,0.715,real,0.718739,-0.5791,0.00104571,0.00102627,0.00092426,1.1104,0.01,0.00098547,0.0,-1.0,0.0,2.0,-1.0,-0.1118,2.0,0.0,0.6655,-1.0,7.21e-05,1.0,0.0,0.0,1.0,1.0,-0.5423,False,False,1.0,0.0,27.37,34.51,False,-1.0,bullish,0.0,0.0,0.058729,0.029464,trade,yes,False,False,50.0,41.21,,0.206066,0.05,50.0,1000.0,1.0,1.0,0.5882,-0.2611,,,False,,False,False,-50.0,2026-04-14 16:18:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.574115191511805,16,2026-W16,0.715,True,3.1649003654206626e-44,1.0,9.511980638974796e-52,0.7619684157347181,-8.288406398282227,0.505387471845133
2026-04-14 17:34:31,2026-04-14 17:00,KXETHD-26APR1414-T2329.99,2026-04-14T18:00:00Z,2329.69,2329.99,0.0129,0.47,real,0.486676,0.0334,0.00095265,0.00105176,0.00034052,3.0887,0.04,0.00076727,1.0,1.0,2.0,2.0,-1.0,-0.3887,2.0,0.0,0.4246,-1.0,5.885e-05,0.0,-1.0,1.0,2.0,2.0,-1.6582,False,False,1.0,1.0,0.0,6.64,False,-1.0,neutral,0.0,0.0,0.05878,0.026343,trade,yes,False,False,48.0,25.45,,0.110906,0.05,50.0,1000.0,0.0,11.0,0.557,-0.1826,,,False,,True,True,56.38,2026-04-14 17:34:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5528399587171949,16,2026-W16,0.47,True,1.0814008304945333e-46,1.0,4.6498277196267334e-55,1.0163623925352843,-9.67662244376833,0.5043803143519731
2026-04-14 18:00:19,2026-04-14 18:00,KXETHD-26APR1415-T2349.99,2026-04-14T19:00:00Z,2340.64,2349.99,0.3995,0.23,real,0.222866,0.7626,0.00082181,0.0006626,0.0006988,0.9482,0.04,0.00067708,1.0,-1.0,0.0,1.0,0.0,0.0078,2.0,0.0,0.3191,-1.0,6.055e-05,0.0,0.0,0.0,1.0,1.0,-1.1814,False,False,0.0,0.0,29.61,16.92,True,-1.0,neutral,0.0,0.0,0.098663,0.071266,trade,yes,False,False,49.0,59.64,,0.128134,0.05,50.0,1000.0,0.0,5.0,0.6406,0.2387,,,False,,False,False,-50.0,2026-04-14 18:00:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5656663183639383,16,2026-W16,0.23,True,1.8665438038195966e-37,1.0,6.556088714183292e-41,0.7997504252584101,-11.886807742006063,0.02914948700738292
2026-04-14 18:10:51,2026-04-14 18:00,KXETHD-26APR1415-T2329.99,2026-04-14T19:00:00Z,2343.54,2329.99,-0.578,0.865,real,0.920612,-1.4092,0.00079728,0.00047837,0.00074988,0.6379,0.03,0.00058698,1.0,-1.0,0.0,1.0,0.0,-0.0202,2.0,0.0,0.324,-1.0,6.241e-05,0.0,0.0,0.0,1.0,1.0,-1.031,False,False,0.0,0.0,37.13,19.43,True,-1.0,neutral,0.0,0.0,0.10379,0.080615,trade,yes,False,False,49.0,49.11,,0.768811,0.05,50.0,1000.0,1.0,4.0,0.7673,0.477,,,False,,False,False,-50.0,2026-04-14 18:10:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5656663183639383,16,2026-W16,0.865,True,1.8665438038195966e-37,1.0,6.556088714183292e-41,0.7997504252584101,-11.886807742006063,0.02914948700738292
2026-04-14 19:00:48,2026-04-14 19:00,KXETHD-26APR1417-T2349.99,2026-04-14T21:00:00Z,2314.56,2349.99,1.5309,0.055,real,0.103448,1.2621,0.00100115,0.00125727,0.00087084,1.4438,0.01,0.0011027,1.0,1.0,2.0,1.0,0.0,-0.0518,2.0,0.0,0.5913,-1.0,5.247e-05,0.0,-1.0,1.0,2.0,2.0,-2.1884,False,False,1.0,1.0,3.44,5.34,False,-1.0,neutral,0.0,0.0,0.061617,0.042979,trade,yes,False,False,74.0,119.17,,0.065204,0.032602,32.6,1000.0,0.0,11.0,0.557,-1.0084,,,False,,False,False,-32.6,2026-04-14 19:00:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5763759978738621,16,2026-W16,0.055,True,2.5170229715661374e-29,1.0,2.2352701188646836e-27,0.8606188981972025,-12.903382055445036,0.08291662878443412
2026-04-14 19:02:54,2026-04-14 19:00,KXETHD-26APR1416-T2329.99,2026-04-14T20:00:00Z,2319.03,2329.99,0.4727,0.235,real,0.265388,0.6268,0.00101879,0.00108382,0.00086405,1.2543,0.03,0.00099591,1.0,1.0,3.0,1.0,1.0,0.1049,2.0,0.0,0.5711,-1.0,5.247e-05,0.0,-1.0,1.0,2.0,2.0,-2.0267,False,False,1.0,1.0,9.76,7.45,True,-1.0,neutral,0.0,0.0,0.064386,0.036802,trade,yes,False,False,74.0,57.06,,0.084165,0.042083,42.08,1000.0,0.0,11.0,0.557,-0.8449,,,False,,False,False,-42.08,2026-04-14 19:02:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5763759978738621,16,2026-W16,0.235,True,2.5170229715661374e-29,1.0,2.2352701188646836e-27,0.8606188981972025,-12.903382055445036,0.08291662878443412
2026-04-14 19:14:29,2026-04-14 19:00,KXETHD-26APR1417-T2309.99,2026-04-14T21:00:00Z,2319.97,2309.99,-0.43,0.68,real,0.696467,-0.5143,0.00100947,0.0007618,0.0008972,0.8491,0.06,0.00081596,1.0,1.0,2.0,1.0,0.0,0.0238,2.0,0.0,0.5906,-1.0,5.126e-05,0.0,-1.0,1.0,2.0,2.0,-1.8183,False,False,1.0,1.0,18.14,10.24,True,-1.0,neutral,0.0,0.0,0.049613,0.019381,trade,yes,False,False,74.0,105.47,,0.155041,0.05,50.0,1000.0,0.0,8.0,0.557,-0.2916,,,False,,True,True,23.53,2026-04-14 19:14:29+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5763759978738621,16,2026-W16,0.68,True,2.5170229715661374e-29,1.0,2.2352701188646836e-27,0.8606188981972025,-12.903382055445036,0.08291662878443412
2026-04-14 19:25:00,2026-04-14 19:00,KXETHD-26APR1416-T2309.99,2026-04-14T20:00:00Z,2309.94,2309.99,0.0021,0.51,real,0.498469,0.0038,0.00105795,0.00093001,,,0.02,0.00093001,1.0,1.0,2.0,1.0,-1.0,-0.3832,2.0,0.0,0.4126,0.0,4.902e-05,0.0,-1.0,1.0,2.0,2.0,-2.3236,False,False,1.0,1.0,0.0,7.72,True,-1.0,neutral,0.0,0.0,0.045484,0.012991,trade,yes,False,False,74.0,34.95,,0.092824,0.046412,46.41,1000.0,0.0,11.0,0.557,-0.4819,,,False,,True,True,44.59,2026-04-14 19:25:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5763759978738621,16,2026-W16,0.51,True,2.5170229715661374e-29,1.0,2.2352701188646836e-27,0.8606188981972025,-12.903382055445036,0.08291662878443412
2026-04-14 21:00:01,2026-04-14 20:00,KXETHD-26APR1418-T2309.99,2026-04-14T22:00:00Z,2314.93,2309.99,-0.2133,0.715,real,0.820826,-0.9185,0.00076237,0.00022031,0.00048559,0.4537,0.05,0.00032643,1.0,0.0,1.0,1.0,-1.0,-0.1578,2.0,0.0,0.4529,0.0,4.527e-05,0.0,-1.0,1.0,2.0,2.0,-1.9946,False,False,0.0,0.0,25.68,23.37,True,-1.0,neutral,0.0,0.0,0.137382,0.108118,trade,yes,False,False,47.0,59.95,,0.482043,0.05,50.0,1000.0,0.0,7.0,0.551,0.1609,,,False,,True,True,19.93,2026-04-14 21:00:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5156660764476834,16,2026-W16,0.715,True,7.372406849083467e-31,1.0,3.7749432054672748e-31,0.6097107761409608,-11.99816945485199,0.185289571779254
2026-04-14 22:06:21,2026-04-14 22:00,KXETHD-26APR1419-T2329.99,2026-04-14T23:00:00Z,2324.71,2329.99,0.2272,0.31,real,0.266365,0.6238,0.00043424,0.00048332,0.00062505,0.7732,0.1,0.00054001,0.0,-1.0,0.0,1.0,0.0,-0.0793,2.0,0.0,0.2847,0.0,3.683e-05,0.0,0.0,0.0,1.0,1.0,-1.5068,False,False,-1.0,-1.0,83.84,63.35,False,0.0,neutral,0.0,0.0,0.081662,0.051689,trade,yes,False,False,48.0,53.61,,0.118351,0.05,50.0,1000.0,0.0,3.0,0.6364,0.2117,,,False,,False,False,-50.0,2026-04-14 22:06:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5382802356897292,16,2026-W16,0.31,True,2.5338864923315295e-11,0.9698876669094503,0.030112333065226676,0.6006873102794726,-11.588530771262349,0.0875534139467236
2026-04-14 22:30:34,2026-04-14 22:00,KXETHD-26APR1419-T2309.99,2026-04-14T23:00:00Z,2315.07,2309.99,-0.2196,0.73,real,0.670223,-0.4405,0.00070464,0.00097973,0.00066195,1.4801,0.2,0.00085261,0.0,0.0,1.0,1.0,-1.0,-0.1151,2.0,0.0,0.4327,0.0,3.171e-05,0.0,-1.0,1.0,2.0,2.0,-1.8982,False,False,1.0,0.0,36.28,56.55,True,-1.0,neutral,0.0,0.0,0.058316,0.029519,trade,yes,False,False,47.0,29.38,,0.215986,0.05,50.0,1000.0,0.0,5.0,0.6406,-0.4632,,,False,,True,True,18.49,2026-04-14 22:30:34+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5382802356897292,16,2026-W16,0.73,True,2.5338864923315295e-11,0.9698876669094503,0.030112333065226676,0.6006873102794726,-11.588530771262349,0.0875534139467236
2026-04-15 00:03:12,2026-04-15 00:00,KXETHD-26APR1421-T2349.99,2026-04-15T01:00:00Z,2330.44,2349.99,0.8388,0.16,real,0.060306,1.5522,0.00048232,0.000674,0.00111496,0.6045,0.08,0.00085038,0.0,-1.0,0.0,2.0,-1.0,-0.1098,2.0,0.0,0.5152,0.0,2.514e-05,0.0,0.0,0.0,0.0,0.0,,False,False,-1.0,-1.0,92.55,72.3,False,0.0,neutral,0.0,0.0,0.129317,0.112235,trade,no,False,False,48.0,56.76,,0.80823,0.05,50.0,1000.0,0.0,-4.0,0.375,0.4778,,,False,,False,True,9.52,2026-04-15 00:03:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4939340906253172,16,2026-W16,0.84,True,2.43974157032428e-09,0.8173077230702949,0.18269227448995692,0.5564715657853372,-8.487667696518685,0.26820620056368816
2026-04-15 01:18:34,2026-04-15 01:00,KXETHD-26APR1422-T2349.99,2026-04-15T02:00:00Z,2339.05,2349.99,0.4679,0.19,real,0.090854,1.3355,0.0006873,0.00064044,0.0008265,0.7749,0.02,0.00071487,0.0,-1.0,0.0,1.0,0.0,0.0466,2.0,0.0,0.5032,0.0,9.7e-06,0.0,0.0,0.0,0.0,0.0,0.1381,False,False,-1.0,-1.0,85.5,82.16,False,0.0,neutral,0.0,0.0,0.106499,0.086142,trade,no,False,False,48.0,41.39,,0.560521,0.05,50.0,1000.0,0.0,-2.0,0.4815,0.1812,,,False,,False,True,11.73,2026-04-15 01:18:34+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4847978034788946,16,2026-W16,0.81,True,1.0613349002254135e-10,0.8662638360307785,0.1337361638630727,0.6277266006679172,-6.956034847378991,0.2644785889626348
2026-04-15 02:01:21,2026-04-15 02:00,KXETHD-26APR1423-T2329.99,2026-04-15T03:00:00Z,2336.47,2329.99,-0.2775,0.745,real,0.804578,-0.8581,0.00053766,0.00056045,0.00055102,1.0171,0.11,0.00055668,0.0,-1.0,0.0,1.0,-1.0,-0.1377,2.0,0.0,0.2616,0.0,1.11e-05,0.0,0.0,0.0,0.0,0.0,-0.0685,False,False,0.0,0.0,70.46,73.29,False,0.0,bullish,0.0,0.0,0.067506,0.039207,trade,yes,False,False,48.0,58.59,,0.264728,0.05,50.0,1000.0,0.0,0.0,0.5116,-0.0813,,,False,,False,False,-50.0,2026-04-15 02:01:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5493945528045674,16,2026-W16,0.745,True,1.7664068712493526e-12,0.9541458084019846,0.04585419159624156,0.5393173524112977,-6.537137928782256,0.1500136376034188
2026-04-15 03:05:43,2026-04-15 03:00,KXETHD-26APR1500-T2329.99,2026-04-15T04:00:00Z,2323.34,2329.99,0.2861,0.185,real,0.165827,0.9708,0.00059689,0.0005043,0.00043266,1.1656,0.13,0.00047565,-1.0,0.0,1.0,0.0,0.0,0.0102,2.0,0.0,0.3561,0.0,2.771e-05,0.0,0.0,0.0,1.0,1.0,-0.4655,False,False,1.0,1.0,16.03,12.93,True,-1.0,neutral,0.0,0.0,0.081992,0.056438,trade,yes,False,False,48.0,54.24,,0.100604,0.05,50.0,1000.0,0.0,3.0,0.6364,0.1177,0.0396,,False,,False,False,-50.0,2026-04-15 03:05:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.502587298349102,16,2026-W16,0.185,True,1.063668696788215e-11,0.97822660807808,0.021773391911266305,0.5987333723653689,-5.5419077539995305,0.21738339849077098
