logged_at,decision_time,contract_ticker,close_ts,spot,strike,offset_pct,p_market,p_market_source,p_yes_model,z_score,vol_60m,vol_60m_model,vol_implied_kalshi,vol_ratio,spread,vol_eff,structure_bias,confirmation_bias,confirmation_score,no_score,obi_score,obi_raw,obi_exchanges,vpin_score,vpin_raw,funding_bias,avg_funding_rate,vol_score,vwap_score,vwap_signal,vwap_total,vwap_stretch_score,vwap_distance_pct,bearish_rejection,bullish_rejection,ema_stretch_score,stoch_bias,stoch_k,stoch_d,stoch_crossover_active,ema_stack_bias,ema_alignment,z_shift,direction_strength,raw_edge,net_edge,decision,side,neutral_gate,pure_edge_gate,contracts_scanned,tau_minutes,gate_blocked,kelly_fraction,bet_fraction,bet_amount,bankroll,composite_trend,composite_rev,composite_p_up,chg_30m,chg_10m,chg_5m,sharp_move_active,stoch_flipped,resolved_yes,would_win,would_pnl,logged_at_parsed,cmf_raw,cmf_score,stoch_k_4h,p_up_v2,bp_5m,bp_1h,chg_1h,chg_2h,chg_3h,body_15m,dir_15m,p_gbdt,smc_4h,smc_1h,choch_1h,choch_4h,supply_pct,demand_pct,in_supply_zone,in_demand_zone,squeeze_1h,kc_pct_1h,kc_bo_1h,adx_1h,rvol_1h,pm_drift_5m,hour_utc,liq_score,liq_bias,ls_long_pct,oi_chg_pct,cvd_4h,cg_futures_delta_4h,cg_futures_ratio_4h,cg_futures_cvd_12h,cg_spot_cb_ratio_4h,cg_liq_ratio_4h,cg_liq_total_4h,hl_ls_ratio,hl_squeeze_idx,hl_liq_ratio_4h,all_liq_ratio_1h,all_liq_ratio_4h,max_pain_nearest,max_pain_dist_pct,opt_pc_ratio,arima_forecast_1h,markov_regime_daily,markov_regime_7state,ob_imbalance,ob_path_ask_usd,ob_path_bid_usd,ob_ask_frac,ob_bid_wall_pct,ob_ask_wall_pct,hmm_vol_state,hmm_r1_prob,hmm_vol_k10,hmm_time_in_state,ou_z_score,ou_halflife_min,ou_tau_drift,hs_pattern_type,hs_bars_since_break,hs_r2,hs_neck_slope,hs_head_height,hs_head_width,flag_signal,flag_bull_bars_ago,flag_bear_bars_ago,flag_bull_tip_y,flag_bear_tip_y,flag_bull_pole_pct,flag_bear_pole_pct,pip_last_slope,pip_up_frac,pip_n_turns,v_hawk,hawk_vol_regime,pc1_rsi,ou_theta,hurst_exponent,autocorr1_15,autocorr1_30,kalman_velocity,kalman_residual,hmm_ms_state,hmm_ms_prob,hmm_of_state,hmm_of_prob,hmm_vd_state,hmm_vd_prob,hmm_pnl_state,hmm_ps_state,hmm_gd_state,hmm_zdrift_state,spot_at_expiry,price_move_pct,miss_pct,loss_margin_pct,loss_category,p_up_v3,pup_v3_hmm_state,eth_p_up_v1,p_eth,week,yw,be,agree
2026-04-13 13:00:33,2026-04-13 13:00,KXETHD-26APR1310-T2199.99,2026-04-13T14:00:00Z,2194.15,2199.99,0.2661,0.34,real,0.347329,0.3925,0.0007664,0.00090666,0.00083595,1.0846,0.04,0.00087837,-1.0,-1.0,0.0,2.0,0.0,0.0168,2.0,1.0,0.8696,-1.0,7.633e-05,0.0,0.0,0.0,0.0,0.0,-0.0308,False,False,-1.0,-1.0,83.54,60.7,False,0.0,bearish,0.0,0.0,0.092128,0.064078,trade,no,False,False,39.0,59.4,,0.270965,0.05,50.0,1000.0,-2.0,-3.0,0.4044,,,,,,True,False,-50.0,2026-04-13 13:00:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44919886042807383,16,2026-W16,0.6599999999999999,True
2026-04-13 14:20:38,2026-04-13 14:00,KXETHD-26APR1311-T2219.99,2026-04-13T15:00:00Z,2208.92,2219.99,0.5011,0.26,real,0.245267,0.6895,0.00162081,0.00110096,0.00123908,0.8885,0.04,0.00115621,-1.0,-1.0,0.0,2.0,-1.0,-0.3327,2.0,-1.0,0.8097,-1.0,6.805e-05,1.0,0.0,0.0,-1.0,-1.0,0.5332,False,False,-1.0,0.0,79.98,86.45,False,1.0,bearish,0.0,0.0,0.091569,0.066765,trade,no,False,False,40.0,39.32,,0.352188,0.05,50.0,1000.0,0.0,-3.0,0.4157,,,,,,True,False,-50.0,2026-04-13 14:20:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4508932916654317,16,2026-W16,0.74,True
2026-04-13 15:27:35,2026-04-13 15:00,KXETHD-26APR1312-T2219.99,2026-04-13T16:00:00Z,2213.81,2219.99,0.279,0.31,real,0.302442,0.5174,0.00110877,0.00091905,0.00098758,0.9306,0.04,0.00094646,-1.0,-1.0,0.0,1.0,-1.0,-0.1352,2.0,0.0,0.79,0.0,4.887e-05,1.0,0.0,0.0,0.0,0.0,0.1649,False,False,0.0,0.0,61.11,78.58,True,0.0,bearish,0.0,0.0,0.069404,0.039431,trade,yes,False,False,41.0,32.37,,0.100585,0.05,50.0,1000.0,0.0,2.0,0.5833,,,,,,False,False,-50.0,2026-04-13 15:27:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5423115780442712,16,2026-W16,0.31,True
2026-04-13 17:11:48,2026-04-13 17:00,KXETHD-26APR1314-T2239.99,2026-04-13T18:00:00Z,2230.51,2239.99,0.4251,0.22,real,0.183279,0.9029,0.00081265,0.00069863,0.00079156,0.8826,0.04,0.0007358,-1.0,-1.0,0.0,3.0,-1.0,-0.1599,2.0,0.0,0.5374,0.0,2.334e-05,1.0,1.0,-1.0,-2.0,-2.0,0.8383,False,False,-1.0,-1.0,89.66,87.73,True,1.0,bearish,0.0,0.0,0.061551,0.037217,trade,no,False,False,41.0,48.16,,0.279778,0.05,50.0,1000.0,0.0,-8.0,0.461,,,,,,False,True,14.1,2026-04-13 17:11:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5048466158735393,16,2026-W16,0.78,False
2026-04-13 18:07:59,2026-04-13 18:00,KXETHD-26APR1315-T2239.99,2026-04-13T19:00:00Z,2229.55,2239.99,0.4683,0.2,real,0.115202,1.1993,0.00066788,0.00046555,0.00077,0.6046,0.04,0.00058733,-1.0,-1.0,0.0,1.0,-1.0,-0.1533,2.0,0.0,0.6135,0.0,2.175e-05,-1.0,0.0,0.0,-1.0,-1.0,0.5203,False,False,0.0,0.0,60.23,68.11,False,0.0,bearish,0.0,0.0,0.090774,0.068964,trade,no,False,False,41.0,51.98,,0.453871,0.05,50.0,1000.0,0.0,-1.0,0.4875,,,,,,False,True,12.5,2026-04-13 18:07:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.497875089534748,16,2026-W16,0.8,True
2026-04-13 19:01:06,2026-04-13 19:00,KXETHD-26APR1316-T2239.99,2026-04-13T20:00:00Z,2234.29,2239.99,0.2553,0.32,real,0.27506,0.5976,0.00056554,0.00053377,0.00071057,0.7512,0.04,0.00060449,-1.0,-1.0,0.0,3.0,-1.0,-0.157,2.0,0.0,0.7689,0.0,2.341e-05,0.0,1.0,-1.0,-2.0,-2.0,0.9029,False,False,-1.0,-1.0,82.66,79.63,False,1.0,bearish,0.0,0.0,0.067074,0.038848,trade,no,False,False,63.0,58.86,,0.209608,0.05,50.0,1000.0,0.0,-6.0,0.473,,,,,,True,False,-50.0,2026-04-13 19:01:06+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47598228263685827,16,2026-W16,0.6799999999999999,True
2026-04-13 19:02:10,2026-04-13 19:00,KXETHD-26APR1317-T2239.99,2026-04-13T21:00:00Z,2234.95,2239.99,0.2255,0.38,real,0.351958,0.38,0.00056823,0.00053629,0.00067926,0.7895,0.04,0.00059348,-1.0,-1.0,0.0,3.0,-1.0,-0.155,2.0,0.0,0.7926,0.0,2.3e-05,0.0,1.0,-1.0,-2.0,-2.0,0.8552,False,False,-1.0,-1.0,80.52,78.91,False,1.0,bearish,0.0,0.0,0.110909,0.082142,trade,no,False,False,63.0,117.78,,0.291867,0.05,50.0,1000.0,0.0,-5.0,0.4069,,,,,,True,False,-50.0,2026-04-13 19:02:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47598228263685827,16,2026-W16,0.62,True
2026-04-13 21:08:16,2026-04-13 21:00,KXETHD-26APR1318-T2259.99,2026-04-13T22:00:00Z,2254.26,2259.99,0.2542,0.235,real,0.247357,0.6828,0.00070852,0.00061114,0.00048887,1.2501,0.11,0.00056223,-1.0,-1.0,0.0,2.0,-1.0,-0.1992,2.0,0.0,0.4095,0.0,2.853e-05,0.0,1.0,-1.0,-2.0,-2.0,1.304,False,False,0.0,0.0,71.81,71.88,False,1.0,neutral,0.0,0.0,0.058405,0.033227,trade,no,False,False,41.0,51.68,,0.248534,0.05,50.0,1000.0,1.0,-4.0,0.403,,,,,,True,False,-50.0,2026-04-13 21:08:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47598228263685827,16,2026-W16,0.765,True
2026-04-13 23:09:48,2026-04-13 23:00,KXETHD-26APR1320-T2359.99,2026-04-14T00:00:00Z,2355.29,2359.99,0.1996,0.45,real,0.447491,0.132,0.00221915,0.00157097,0.00224072,0.7011,0.12,0.00183887,-1.0,-1.0,0.0,4.0,-1.0,-0.2845,2.0,0.0,0.7062,-1.0,5.057e-05,1.0,1.0,-1.0,-2.0,-2.0,4.1711,False,False,-1.0,-1.0,92.29,93.42,True,1.0,bullish,0.0,0.0,0.047101,0.015261,trade,no,False,False,48.0,50.15,,0.104669,0.05,50.0,1000.0,6.0,-12.0,0.47,,,,,,True,False,-50.0,2026-04-13 23:09:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47743555325277237,16,2026-W16,0.55,True
2026-04-13 23:23:32,2026-04-13 23:00,KXETHD-26APR1320-T2379.99,2026-04-14T00:00:00Z,2372.56,2379.99,0.3133,0.435,real,0.433537,0.1674,0.00169784,0.00179847,0.00316686,0.5679,0.11,0.00234583,-1.0,0.0,1.0,3.0,1.0,0.2611,2.0,1.0,0.936,-1.0,5.176e-05,1.0,1.0,-1.0,-2.0,-2.0,4.6507,False,False,-1.0,-1.0,99.5,95.6,False,1.0,bullish,0.0,0.0,0.045861,0.014221,trade,no,False,False,48.0,36.42,,0.105427,0.05,50.0,1000.0,6.0,-12.0,0.47,,,,,,False,True,38.5,2026-04-13 23:23:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47743555325277237,16,2026-W16,0.565,True
2026-04-14 00:04:43,2026-04-14 00:00,KXETHD-26APR1321-T2379.99,2026-04-14T01:00:00Z,2372.38,2379.99,0.3207,0.355,real,0.337426,0.4195,0.00179128,0.00108819,0.00115866,0.9392,0.17,0.00111638,-1.0,-1.0,0.0,3.0,-1.0,-0.1339,2.0,0.0,0.421,-1.0,7.484e-05,1.0,0.0,0.0,0.0,0.0,,False,False,-1.0,-1.0,83.32,82.39,False,1.0,bullish,0.0,0.0,0.054278,0.024557,trade,no,False,False,49.0,55.23,,0.152894,0.05,50.0,1000.0,5.0,-7.0,0.476,,,,,,False,True,27.52,2026-04-14 00:04:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48464341824371804,16,2026-W16,0.645,True
2026-04-14 01:22:53,2026-04-14 01:00,KXETHD-26APR1322-T2399.99,2026-04-14T02:00:00Z,2369.56,2399.99,1.2843,0.14,real,0.036397,1.7941,0.00055079,0.00050944,0.00194022,0.2626,0.06,0.00108175,-1.0,-1.0,0.0,1.0,0.0,0.044,2.0,0.0,0.1916,-1.0,5.418e-05,-1.0,0.0,0.0,-1.0,-1.0,0.247,False,False,-1.0,0.0,79.42,76.51,False,1.0,bullish,0.0,0.0,0.11,0.092963,trade,no,False,False,48.0,37.06,,0.785714,0.05,50.0,1000.0,5.0,-6.0,0.482,,,,,,False,True,8.14,2026-04-14 01:22:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47743555325277237,16,2026-W16,0.86,True
2026-04-14 02:03:01,2026-04-14 02:00,KXETHD-26APR1323-T2379.99,2026-04-14T03:00:00Z,2371.55,2379.99,0.3557,0.205,real,0.184814,0.8972,0.00050657,0.00049338,0.00057113,0.8639,0.13,0.00052448,0.0,-1.0,0.0,1.0,0.0,-0.0508,2.0,0.0,0.2005,-1.0,5.011e-05,0.0,0.0,0.0,-1.0,-1.0,0.2626,False,False,-1.0,0.0,52.27,60.83,False,1.0,bullish,0.0,0.0,0.046982,0.022668,trade,no,False,False,48.0,56.95,,0.229178,0.05,50.0,1000.0,5.0,-6.0,0.482,,,,,,False,True,12.89,2026-04-14 02:03:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5056163070841067,16,2026-W16,0.795,False
2026-04-14 03:20:50,2026-04-14 03:00,KXETHD-26APR1400-T2379.99,2026-04-14T04:00:00Z,2367.55,2379.99,0.5253,0.08,real,0.07725,1.4238,0.00066301,0.00066823,0.00059606,1.1211,0.1,0.00063936,0.0,-1.0,0.0,0.0,0.0,-0.0283,2.0,0.0,0.3708,0.0,4.409e-05,0.0,0.0,0.0,0.0,0.0,0.1181,False,False,0.0,0.0,59.22,54.57,False,0.0,bullish,0.0,0.0,0.035095,0.014943,trade,yes,False,False,47.0,39.13,,0.038147,0.019073,19.07,1000.0,5.0,-3.0,0.5886,-0.0928,,,False,,False,False,-19.07,2026-04-14 03:20:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5010712338285095,16,2026-W16,0.08,True
2026-04-14 04:07:16,2026-04-14 04:00,KXETHD-26APR1401-T2369.99,2026-04-14T05:00:00Z,2366.0,2369.99,0.1688,0.225,real,0.214325,0.7915,0.00048778,0.00037745,0.00030762,1.227,0.13,0.00034952,0.0,-1.0,0.0,2.0,-1.0,-0.1681,2.0,0.0,0.5018,-1.0,9.356e-05,0.0,0.0,0.0,0.0,0.0,-0.0415,False,False,1.0,0.0,44.09,53.1,False,0.0,bullish,0.0,0.0,0.045167,0.017961,trade,yes,False,False,50.0,52.67,,0.05828,0.02914,29.14,1000.0,5.0,-3.0,0.5886,0.0072,,,False,,False,False,-29.14,2026-04-14 04:07:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.474577041762796,16,2026-W16,0.225,False
2026-04-14 05:02:20,2026-04-14 05:00,KXETHD-26APR1402-T2369.99,2026-04-14T06:00:00Z,2363.91,2369.99,0.2573,0.195,real,0.131338,1.1201,0.000399,0.00040017,0.00039373,1.0163,0.15,0.00039759,0.0,0.0,1.0,2.0,-1.0,-0.1019,2.0,0.0,0.6067,-1.0,9.399e-05,0.0,0.0,0.0,0.0,0.0,-0.0859,False,False,1.0,1.0,0.0,22.38,False,0.0,bullish,0.0,0.0,0.040391,0.014402,trade,yes,False,False,49.0,57.62,,0.050175,0.025087,25.09,1000.0,5.0,-1.0,0.6725,-0.1365,,,False,,False,False,-25.09,2026-04-14 05:02:20+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5226178078361464,16,2026-W16,0.195,True
2026-04-14 06:01:14,2026-04-14 06:00,KXETHD-26APR1403-T2369.99,2026-04-14T07:00:00Z,2361.76,2369.99,0.3485,0.245,real,0.206029,0.8203,0.00056174,0.00065969,0.00065766,1.0031,0.15,0.00065888,0.0,0.0,1.0,1.0,0.0,-0.0048,2.0,0.0,0.4475,-1.0,0.00010346,0.0,0.0,0.0,1.0,1.0,-0.3454,False,False,1.0,1.0,0.0,11.67,False,0.0,bullish,0.0,0.0,0.175506,0.147558,trade,yes,False,False,49.0,58.73,,0.232458,0.05,50.0,1000.0,5.0,2.0,0.7447,-0.4273,,,False,,True,True,154.08,2026-04-14 06:01:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5024638797174208,16,2026-W16,0.245,True
2026-04-14 07:02:25,2026-04-14 07:00,KXETHD-26APR1404-T2369.99,2026-04-14T08:00:00Z,2374.37,2369.99,-0.1844,0.615,real,0.697497,-0.5172,0.0004177,0.00037862,0.00083225,0.4549,0.01,0.00056007,0.0,-1.0,0.0,4.0,-1.0,-0.1382,2.0,0.0,0.3972,-1.0,0.00010215,0.0,1.0,-1.0,-2.0,-2.0,0.4771,False,False,-1.0,-1.0,100.0,100.0,False,1.0,bullish,0.0,0.0,0.046171,0.014597,trade,yes,False,False,50.0,57.55,,0.119925,0.05,50.0,1000.0,5.0,-7.0,0.476,0.4053,,,False,,True,True,31.3,2026-04-14 07:02:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4732371106413672,16,2026-W16,0.615,False
2026-04-14 07:06:39,2026-04-14 07:00,KXETHD-26APR1404-T2389.99,2026-04-14T08:00:00Z,2381.47,2389.99,0.358,0.205,real,0.116246,1.194,0.00044492,0.00041726,0.00059398,0.7025,0.11,0.00048794,0.0,-1.0,0.0,4.0,-1.0,-0.1107,2.0,0.0,0.2384,-1.0,0.00010113,0.0,1.0,-1.0,-2.0,-2.0,0.7004,False,False,-1.0,-1.0,94.03,98.01,True,1.0,bullish,0.0,0.0,0.117821,0.09725,trade,no,False,False,51.0,53.32,,0.574735,0.05,50.0,1000.0,5.0,-10.0,0.47,0.6556,,,False,,False,True,12.89,2026-04-14 07:06:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4732371106413672,16,2026-W16,0.795,True
2026-04-14 08:01:28,2026-04-14 08:00,KXETHD-26APR1405-T2369.99,2026-04-14T09:00:00Z,2378.22,2369.99,-0.3462,0.81,real,0.93538,-1.5171,0.00078713,0.00024867,0.00051647,0.4815,0.08,0.00035579,0.0,-1.0,0.0,3.0,-1.0,-0.1298,2.0,0.0,0.3014,-1.0,9.783e-05,0.0,1.0,-1.0,-2.0,-2.0,0.4609,False,False,0.0,0.0,62.21,61.52,False,1.0,bullish,0.0,0.0,0.134163,0.10839,trade,yes,False,False,50.0,58.49,,0.706119,0.05,50.0,1000.0,4.0,-3.0,0.5886,-0.0669,,,False,,True,True,11.73,2026-04-14 08:01:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4996929839896664,16,2026-W16,0.81,False
2026-04-14 08:02:32,2026-04-14 08:00,KXETHD-26APR1405-T2389.99,2026-04-14T09:00:00Z,2377.17,2389.99,0.5395,0.145,real,0.021482,2.0241,0.00078713,0.00024867,0.00067102,0.3706,0.01,0.00041761,0.0,-1.0,0.0,2.0,0.0,-0.0306,2.0,0.0,0.3143,-1.0,5.337e-05,0.0,1.0,-1.0,-2.0,-2.0,0.4609,False,False,0.0,0.0,62.21,61.52,False,1.0,bullish,0.0,0.0,0.115,0.097963,trade,no,False,False,50.0,57.42,,0.793103,0.05,50.0,1000.0,4.0,-3.0,0.5886,-0.0669,,,False,,False,True,8.48,2026-04-14 08:02:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4996929839896664,16,2026-W16,0.855,True
2026-04-14 09:05:48,2026-04-14 09:00,KXETHD-26APR1406-T2389.99,2026-04-14T10:00:00Z,2387.24,2389.99,0.1153,0.4,real,0.352153,0.3795,0.00072445,0.00040666,0.00061816,0.6579,0.12,0.00049126,1.0,0.0,1.0,3.0,1.0,0.1115,2.0,0.0,0.4234,-1.0,8.881e-05,0.0,1.0,-1.0,-2.0,-2.0,0.8617,False,False,-1.0,-1.0,84.42,82.25,False,1.0,bullish,0.0,0.0,0.090367,0.060404,trade,no,False,False,51.0,54.14,,0.225918,0.05,50.0,1000.0,4.0,-9.0,0.47,0.0461,,,False,,False,True,33.33,2026-04-14 09:05:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4732371106413672,16,2026-W16,0.6,True
